queueRank,status,submitted,company,role,fitTier,companyType,jobDomain,domainResume,location,applicationUrl,folder,resumePath,trackerNote
287,not_fit,,Anaplan,Associate Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"Manchester, United Kingdom",https://job-boards.greenhouse.io/anaplan/jobs/8395949002,ng_applications/0287__Anaplan__Associate_Software_Engineer,ng_applications/0287__Anaplan__Associate_Software_Engineer/Yuanbo_Pang_Resume.pdf,"Non-US role/location (Manchester, United Kingdom); current strategy is US OPT roles without employer sponsorship. Screened out before applying."
288,not_fit,,Appian,Product Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"McLean, VA",https://job-boards.greenhouse.io/appian/jobs/7287884?utm_source=vansh,ng_applications/0288__Appian__Product_Engineer,ng_applications/0288__Appian__Product_Engineer/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: official Appian form states F-1 OPT/STEM OPT applicants must answer YES to requiring employment-based visa filing; conflicts with no-employer-sponsorship strategy.
289,ready,,Arbor Realty Trust,Associate - Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Tonawanda, NY",https://arbor.com/jobs?gh_jid=7731454003,ng_applications/0289__Arbor_Realty_Trust__Associate_-_Software_Engineer,ng_applications/0289__Arbor_Realty_Trust__Associate_-_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
290,ready,,Assured Information Security (AIS),Software Engineer I,medium,Startup / small-to-mid company,AI/ML / applied AI,ai_ml,"Rome,NY,US",https://jobright.ai/jobs/info/6a210c51338c01230511cc01?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0290__Assured_Information_Security_AIS__Software_Engineer_I,ng_applications/0290__Assured_Information_Security_AIS__Software_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
291,ready,,Aurora Innovation,Software Engineer 1,medium,Startup / venture-backed company,Backend / full-stack software,backend,"Pittsburgh, PA",https://aurora.tech/jobs/8209480002?gh_jid=8209480002&utm_source=vansh&ref=vansh,ng_applications/0291__Aurora_Innovation__Software_Engineer_1,ng_applications/0291__Aurora_Innovation__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,previously verified live link
292,not_fit,,Base-2 Solutions,Software Engineer 🇺🇸,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Annapolis Junction, MD",https://phh.tbe.taleo.net/phh01/ats/careers/v2/viewRequisition?org=BASESOLU&cws=37&rid=330&src=LinkedIn&jr_id=69c44ae133eecf3107948246&utm_source=vansh&ref=vansh,ng_applications/0292__Base-2_Solutions__Software_Engineer,ng_applications/0292__Base-2_Solutions__Software_Engineer/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: Base-2 official posting requires U.S. citizenship and Top Secret/SCI with Full Scope Polygraph.
293,ready,,"Belvedere Trading, LLC",L2 Java Engineer/Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Boulder, Colorado",https://jobright.ai/jobs/info/69d82b4db67cec4f9b09b2f3?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0293__Belvedere_Trading_LLC__L2_Java_EngineerSoftware_Engineer,ng_applications/0293__Belvedere_Trading_LLC__L2_Java_EngineerSoftware_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
294,not_fit,,Bending Spoons,Software engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,United Kingdom,https://jobright.ai/jobs/info/6a1eb459b61b2c65b37ac654?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0294__Bending_Spoons__Software_engineer,ng_applications/0294__Bending_Spoons__Software_engineer/Yuanbo_Pang_Resume.pdf,Non-US role/location (United Kingdom); current strategy is US OPT roles without employer sponsorship. Screened out before applying.
295,ready,,BranchLab,"Associate, Platform Operations",medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,"Boulder, CO",https://jobright.ai/jobs/info/6a1de60b9111f771d1a1bbf2?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0295__BranchLab__Associate_Platform_Operations,ng_applications/0295__BranchLab__Associate_Platform_Operations/Yuanbo_Pang_Resume.pdf,previously verified live link
296,ready,,CGI,Jr. SW Developer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Fairfax, VA",https://jobright.ai/jobs/info/6a20e242902d19201c7b528e?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0296__CGI__Jr._SW_Developer,ng_applications/0296__CGI__Jr._SW_Developer/Yuanbo_Pang_Resume.pdf,previously verified live link
297,not_fit,,Concept Plus,Junior Software Developer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Dayton, OH",https://ats.rippling.com/conceptplus/jobs/916978a4-fa79-4f6e-9eb6-515aa1cf3fb5?utm_source=Simplify&ref=Simplify,ng_applications/0297__Concept_Plus__Junior_Software_Developer,ng_applications/0297__Concept_Plus__Junior_Software_Developer/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: Concept Plus posting requires active Secret clearance/fully cleared and U.S. citizens only.
298,ready,,CoreWeave,Productivity Platforms Developer,medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,"Bellevue, WA",https://jobright.ai/jobs/info/6a1cd027547e292ae13a28c2?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0298__CoreWeave__Productivity_Platforms_Developer,ng_applications/0298__CoreWeave__Productivity_Platforms_Developer/Yuanbo_Pang_Resume.pdf,previously verified live link
299,ready,,Corgi,Full Stack Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"Atlanta, GA",https://www.workatastartup.com/jobs/83025?utm_source=vansh,ng_applications/0299__Corgi__Full_Stack_Engineer,ng_applications/0299__Corgi__Full_Stack_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
300,ready,,DAT Freight & Analytics,Software Engineer 1,medium,Startup / venture-backed company,Data / analytics / BI,data,"Denver, CO",https://careers.dat.com/jobs/5990621004?gh_jid=5990621004&utm_source=Simplify&ref=Simplify,ng_applications/0300__DAT_Freight_Analytics__Software_Engineer_1,ng_applications/0300__DAT_Freight_Analytics__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,previously verified live link
301,ready,,DAT Freight & Analytics,Software Engineer I,medium,Startup / venture-backed company,Data / analytics / BI,data,"Denver, CO, USA",https://careers.dat.com/jobs/6007145004?gh_jid=6007145004,ng_applications/0301__DAT_Freight_Analytics__Software_Engineer_I,ng_applications/0301__DAT_Freight_Analytics__Software_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
302,ready,,DAT Freight & Analytics,Software Engineer I,medium,Startup / venture-backed company,Data / analytics / BI,data,Denver,https://jobright.ai/jobs/info/6a17e048b091c7417c502316?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0302__DAT_Freight_Analytics__Software_Engineer_I,ng_applications/0302__DAT_Freight_Analytics__Software_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
303,ready,,DataLab USA,Programmer Analyst - Marketing Analytics,medium,Startup / small-to-mid company,Data / analytics / BI,data,"Germantown, MD",https://jobright.ai/jobs/info/69d991aef748bc5d08a4bf9d?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0303__DataLab_USA__Programmer_Analyst_-_Marketing_Analytics,ng_applications/0303__DataLab_USA__Programmer_Analyst_-_Marketing_Analytics/Yuanbo_Pang_Resume.pdf,previously verified live link
304,ready,,Deloitte Consulting,Agentic Software Engineer I,medium,Startup / small-to-mid company,AI/ML / applied AI,ai_ml,"San Antonio, Texas, United States",https://jobright.ai/jobs/info/6a1e036eb524ae49285aa26f?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0304__Deloitte_Consulting__Agentic_Software_Engineer_I,ng_applications/0304__Deloitte_Consulting__Agentic_Software_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
305,ready,,Deloitte Consulting,Cyber Full-Stack Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Morristown, New Jersey, United States",https://jobright.ai/jobs/info/6a1e753809442629a6853c29?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0305__Deloitte_Consulting__Cyber_Full-Stack_Software_Engineer,ng_applications/0305__Deloitte_Consulting__Cyber_Full-Stack_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
306,not_fit,,Diverse Computing,Product Support Analyst I - Software - Tallahassee - FL,medium,Startup / small-to-mid company,General software / IT,backend,"Tallahassee, Florida, US",https://apply.workable.com/diversecomputing/j/18C3EC4060/,ng_applications/0306__Diverse_Computing__Product_Support_Analyst_I_-_Software_-_Tallahassee_-_FL,ng_applications/0306__Diverse_Computing__Product_Support_Analyst_I_-_Software_-_Tallahassee_-_FL/Yuanbo_Pang_Resume.pdf,"Not fit/rechecked 2026-06-07: official Workable page title is Product Support Analyst I - Software, a support role rather than SWE new-grad target."
307,ready,,dScribe AI,Founding Engineer 🇺🇸,medium,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"Kansas City, MO Overland Park, KS Olathe, KS",https://www.workatastartup.com/jobs/85420?utm_source=vansh,ng_applications/0307__dScribe_AI__Founding_Engineer,ng_applications/0307__dScribe_AI__Founding_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
308,ready,,Eide Bailly LLP,Integration Developer,medium,Startup / small-to-mid company,AI/ML / applied AI,ai_ml,"Fargo, ND",https://jobright.ai/jobs/info/6a20f50b3a5f0145f4c17aa9?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0308__Eide_Bailly_LLP__Integration_Developer,ng_applications/0308__Eide_Bailly_LLP__Integration_Developer/Yuanbo_Pang_Resume.pdf,previously verified live link
309,ready,,Electrosoft,Web Developer/Engineer - Basic,medium,Startup / small-to-mid company,Backend / full-stack software,backend,United States,https://jobright.ai/jobs/info/6a22d9596624e500cad0a4c3?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0309__Electrosoft__Web_DeveloperEngineer_-_Basic,ng_applications/0309__Electrosoft__Web_DeveloperEngineer_-_Basic/Yuanbo_Pang_Resume.pdf,previously verified live link
310,not_fit,,Enludio,Software Engineer 1,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Orlando, FL",https://ats.rippling.com/enludio-careers/jobs/e27fdf13-f31e-465f-80a8-66d53c98db97?utm_source=Simplify&ref=Simplify,ng_applications/0310__Enludio__Software_Engineer_1,ng_applications/0310__Enludio__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: Enludio official posting says U.S. Citizen is mandatory due to government-regulated work.
311,ready,,ePlus inc.,MSC Infrastructure Engineer (Req #1040),medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,United States,https://jobright.ai/jobs/info/69d004f3cfdc6132f94378c2?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0311__ePlus_inc.__MSC_Infrastructure_Engineer_Req_1040,ng_applications/0311__ePlus_inc.__MSC_Infrastructure_Engineer_Req_1040/Yuanbo_Pang_Resume.pdf,previously verified live link
312,ready,,Field Nation,Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Minnesota, United States",https://jobright.ai/jobs/info/6a18008f81f8da15dc7d5024?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0312__Field_Nation__Software_Engineer,ng_applications/0312__Field_Nation__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
313,ready,,Field Nation,Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,Minnesota,https://jobright.ai/jobs/info/6a0632607c753c287f7005f5?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0313__Field_Nation__Software_Engineer,ng_applications/0313__Field_Nation__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
314,not_fit,,Filevine,Software Architect I,medium,Startup / venture-backed company,General software / IT,backend,United States,https://jobs.lever.co/filevine/ad00d465-cc30-42eb-a14a-1204c0814475/apply,ng_applications/0314__Filevine__Software_Architect_I,ng_applications/0314__Filevine__Software_Architect_I/Yuanbo_Pang_Resume.pdf,Role is Software Architect I; architect role is not aligned with new-grad/junior SWE target. Screened out before applying.
315,ready,,FirmPilot,Junior Full-Stack Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,United States,https://jobright.ai/jobs/info/6a1b9a769111f771d1a11c46?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0315__FirmPilot__Junior_Full-Stack_Engineer,ng_applications/0315__FirmPilot__Junior_Full-Stack_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
316,ready,,FlexTrade,Software Development Engineer in Test,medium,Startup / small-to-mid company,QA / test / validation,qa,"Great Neck, 111 Great Neck Rd #314, US",https://jobright.ai/jobs/info/6a2176c17c30cc2cc5169040?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0316__FlexTrade__Software_Development_Engineer_in_Test,ng_applications/0316__FlexTrade__Software_Development_Engineer_in_Test/Yuanbo_Pang_Resume.pdf,previously verified live link
317,not_fit,,Foodbuy USA,Menu Database Coordinator,medium,Startup / small-to-mid company,Data / analytics / BI,data,"40481- MyDining SGA- 400 NORTHRIDGE ROAD, Atlanta, GA, 30350, US",https://jobright.ai/jobs/info/6a238d21d46c0f79960851d2?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0317__Foodbuy_USA__Menu_Database_Coordinator,ng_applications/0317__Foodbuy_USA__Menu_Database_Coordinator/Yuanbo_Pang_Resume.pdf,Menu Database Coordinator is not aligned with SWE/new-grad engineering target. Screened out before applying.
318,not_fit,,Freedom Technology Solutions Group,Junior Cloud Engineer,medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,"St Louis, MO",https://job-boards.greenhouse.io/freedomconsulting/jobs/5087955007,ng_applications/0318__Freedom_Technology_Solutions_Group__Junior_Cloud_Engineer,ng_applications/0318__Freedom_Technology_Solutions_Group__Junior_Cloud_Engineer/Yuanbo_Pang_Resume.pdf,Freedom Technology Solutions Group junior cloud role appears federal/cleared contractor context; likely clearance-sensitive. Screened out before applying.
319,not_fit,,Freedom Technology Solutions Group,Junior Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"St. Louis, MO",https://job-boards.greenhouse.io/freedomconsulting/jobs/5089261007?utm_source=Simplify&ref=Simplify,ng_applications/0319__Freedom_Technology_Solutions_Group__Junior_Software_Engineer,ng_applications/0319__Freedom_Technology_Solutions_Group__Junior_Software_Engineer/Yuanbo_Pang_Resume.pdf,Freedom Technology Solutions Group junior SWE role appears federal/cleared contractor context; likely clearance-sensitive. Screened out before applying.
320,not_fit,,Freedom Technology Solutions Group,Junior Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Annapolis Junction, MD",https://job-boards.greenhouse.io/freedomconsulting/jobs/5096266007,ng_applications/0320__Freedom_Technology_Solutions_Group__Junior_Software_Engineer,ng_applications/0320__Freedom_Technology_Solutions_Group__Junior_Software_Engineer/Yuanbo_Pang_Resume.pdf,Freedom Technology Solutions Group junior SWE role in Annapolis Junction appears federal/cleared contractor context; likely clearance-sensitive. Screened out before applying.
321,not_fit,,"Freedom Technology Solutions Group, LLC",Junior Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Columbia, Maryland, United States",https://jobright.ai/jobs/info/6a22139f7c30cc2cc516d426?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0321__Freedom_Technology_Solutions_Group_LLC__Junior_Software_Engineer,ng_applications/0321__Freedom_Technology_Solutions_Group_LLC__Junior_Software_Engineer/Yuanbo_Pang_Resume.pdf,Freedom Technology Solutions Group junior SWE role appears federal/cleared contractor context; likely clearance-sensitive. Screened out before applying.
322,ready,,Fullbay,Software Engineer 1,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Phoenix, AZ",https://fullbay.bamboohr.com/careers/235/?utm_source=Simplify&ref=Simplify,ng_applications/0322__Fullbay__Software_Engineer_1,ng_applications/0322__Fullbay__Software_Engineer_1/Yuanbo_Pang_Resume.pdf,previously verified live link
323,ready,,Gemba Advantage,Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,Cheltenham (Hybrid),https://jobright.ai/jobs/info/6a1d4e14b524ae49285a5d8c?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0323__Gemba_Advantage__Software_Engineer,ng_applications/0323__Gemba_Advantage__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
324,ready,,GliaCell Technologies,Junior Java Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Annapolis Junction, MD",https://jobright.ai/jobs/info/6a242f3a14de9460dc846394?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0324__GliaCell_Technologies__Junior_Java_Software_Engineer,ng_applications/0324__GliaCell_Technologies__Junior_Java_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
325,ready,,Heraeus,Quality Design Assurance Engineer I or Engineer II,medium,Startup / small-to-mid company,QA / test / validation,qa,"Fridley, MN",https://jobright.ai/jobs/info/6a1eb988c5277c00c64807aa?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0325__Heraeus__Quality_Design_Assurance_Engineer_I_or_Engineer_II,ng_applications/0325__Heraeus__Quality_Design_Assurance_Engineer_I_or_Engineer_II/Yuanbo_Pang_Resume.pdf,previously verified live link
326,ready,,Heraeus Electro-Nite,Quality Design Assurance Engineer I or Engineer II,medium,Startup / small-to-mid company,QA / test / validation,qa,"Fridley – Minnesota, US, 55421",https://jobright.ai/jobs/info/6a1e30233e538a28c204ea75?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0326__Heraeus_Electro-Nite__Quality_Design_Assurance_Engineer_I_or_Engineer_II,ng_applications/0326__Heraeus_Electro-Nite__Quality_Design_Assurance_Engineer_I_or_Engineer_II/Yuanbo_Pang_Resume.pdf,previously verified live link
327,ready,,Heraeus Medevio,Quality Design Assurance Engineer I or Engineer II,medium,Startup / small-to-mid company,QA / test / validation,qa,"Fridley, MN",https://jobright.ai/jobs/info/6a1ea25d8049156781163ce3?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0327__Heraeus_Medevio__Quality_Design_Assurance_Engineer_I_or_Engineer_II,ng_applications/0327__Heraeus_Medevio__Quality_Design_Assurance_Engineer_I_or_Engineer_II/Yuanbo_Pang_Resume.pdf,previously verified live link
328,ready,,HHAeXchange,Full Stack Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,DC-Baltimore Area,https://jobright.ai/jobs/info/6a221528338c012305122b99?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0328__HHAeXchange__Full_Stack_Engineer,ng_applications/0328__HHAeXchange__Full_Stack_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
329,ready,,"HistoSonics, Inc.",Software Engineer I,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Plymouth, MN, US",https://jobright.ai/jobs/info/6a17009d1430333075ccc472?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0329__HistoSonics_Inc.__Software_Engineer_I,ng_applications/0329__HistoSonics_Inc.__Software_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
330,ready,,IGT,Software Apps Engineer I,medium,Startup / small-to-mid company,General software / IT,backend,"Las Vegas, NV",https://jobright.ai/jobs/info/6a07fd958f3e371eb617c56c?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0330__IGT__Software_Apps_Engineer_I,ng_applications/0330__IGT__Software_Apps_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
331,ready,,ImagineX Consulting,Software Engineer I,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Atlanta, GA, United States",http://imaginexdigital.applytojob.com/apply/R6E4kcEwCd/Software-Engineer-I,ng_applications/0331__ImagineX_Consulting__Software_Engineer_I,ng_applications/0331__ImagineX_Consulting__Software_Engineer_I/Yuanbo_Pang_Resume.pdf,previously verified live link
332,not_fit,,Intelliforce-IT Solutions Group,Associate Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Annapolis Junction, MD, United States",http://intelliforceitsolutionsgroup.applytojob.com/apply/Jwd6IkJeWT/Associate-Software-Engineer,ng_applications/0332__Intelliforce-IT_Solutions_Group__Associate_Software_Engineer,ng_applications/0332__Intelliforce-IT_Solutions_Group__Associate_Software_Engineer/Yuanbo_Pang_Resume.pdf,"Not fit/rechecked 2026-06-07: official Intelliforce posting requires U.S. citizen, active Top Secret clearance with polygraph, and many years of experience."
333,not_fit,,Intelliforce-IT Solutions Group,Junior Software Developer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Annapolis Junction, MD, United States",http://intelliforceitsolutionsgroup.applytojob.com/apply/sKU9DLXL7x/Junior-Software-Developer,ng_applications/0333__Intelliforce-IT_Solutions_Group__Junior_Software_Developer,ng_applications/0333__Intelliforce-IT_Solutions_Group__Junior_Software_Developer/Yuanbo_Pang_Resume.pdf,"Not fit/rechecked 2026-06-07: official Intelliforce junior posting requires U.S. citizen, active Top Secret clearance with polygraph, and 7 years SWE experience."
334,ready,,"Iron EagleX, Inc.",Full Stack Engineer-Junior,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Halawa Heights, HI",https://jobright.ai/jobs/info/6a0797673b54ed42d74d0211?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0334__Iron_EagleX_Inc.__Full_Stack_Engineer-Junior,ng_applications/0334__Iron_EagleX_Inc.__Full_Stack_Engineer-Junior/Yuanbo_Pang_Resume.pdf,previously verified live link
335,ready,,ISI,Cloud Engineer (Hybrid),medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,"Herndon, VA",https://jobright.ai/jobs/info/6a104cdf83d71442898255c0?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0335__ISI__Cloud_Engineer_Hybrid,ng_applications/0335__ISI__Cloud_Engineer_Hybrid/Yuanbo_Pang_Resume.pdf,previously verified live link
336,ready,,ISI,Junior Cloud Engineer (Hybrid),medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,"Herndon, VA",https://jobright.ai/jobs/info/6a0f4f82619335383fb2ad0e?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0336__ISI__Junior_Cloud_Engineer_Hybrid,ng_applications/0336__ISI__Junior_Cloud_Engineer_Hybrid/Yuanbo_Pang_Resume.pdf,previously verified live link
337,not_fit,,KAIROS,Software Developer - Junior,medium,Startup / small-to-mid company,AI/ML / applied AI,ai_ml,"St Inigoes, MD, United States",http://kairosinc.applytojob.com/apply/DxkfaSI4f5/Software-Developer-Junior,ng_applications/0337__KAIROS__Software_Developer_-_Junior,ng_applications/0337__KAIROS__Software_Developer_-_Junior/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: KAIROS official posting requires U.S. citizenship and active Secret Security Clearance.
338,ready,,Kiewit,BIM Specialist - Kiewit Infrastructure Engineers,medium,Startup / small-to-mid company,Infrastructure / platform / SRE / DevOps,infra,"Lone Tree, CO",https://jobright.ai/jobs/info/6a21c0c87c30cc2cc516b096?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0338__Kiewit__BIM_Specialist_-_Kiewit_Infrastructure_Engineers,ng_applications/0338__Kiewit__BIM_Specialist_-_Kiewit_Infrastructure_Engineers/Yuanbo_Pang_Resume.pdf,previously verified live link
339,ready,,Kollabio,Junior Full-Stack Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Brambleton, Virginia, US",https://apply.workable.com/kollabio/j/77CC897CDC/,ng_applications/0339__Kollabio__Junior_Full-Stack_Software_Engineer,ng_applications/0339__Kollabio__Junior_Full-Stack_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
340,not_fit,,L2TMedia,Junior Digital Media Data Analyst,medium,Startup / small-to-mid company,Data / analytics / BI,data,"Evanston, IL",https://l2tmediallc.applytojob.com/b2dvJrHuSV/Junior-Digital-Media-Data-Analyst?utm_source=vansh,ng_applications/0340__L2TMedia__Junior_Digital_Media_Data_Analyst,ng_applications/0340__L2TMedia__Junior_Digital_Media_Data_Analyst/Yuanbo_Pang_Resume.pdf,"Not fit/rechecked 2026-06-07: role is Junior Digital Media Data Analyst, not software engineering/new-grad SWE target."
341,ready,,Lightology,PHP Full-Stack Developer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,USA,https://jobright.ai/jobs/info/6a22df566624e500cad0a931?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0341__Lightology__PHP_Full-Stack_Developer,ng_applications/0341__Lightology__PHP_Full-Stack_Developer/Yuanbo_Pang_Resume.pdf,previously verified live link
342,not_fit,,Mark43,Full Stack Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,Manchester,https://jobright.ai/jobs/info/6a224c597c30cc2cc516e2e1?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0342__Mark43__Full_Stack_Engineer,ng_applications/0342__Mark43__Full_Stack_Engineer/Yuanbo_Pang_Resume.pdf,Non-US/Manchester location from Jobright result; current strategy is US OPT roles without employer sponsorship. Screened out before applying.
343,ready,,Mathtech,Associate Software Developer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Hamilton, NJ",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=cf1a92f4-16eb-4267-86ca-bc956024f426&jobId=553315&utm_source=vansh&ref=vansh,ng_applications/0343__Mathtech__Associate_Software_Developer,ng_applications/0343__Mathtech__Associate_Software_Developer/Yuanbo_Pang_Resume.pdf,previously verified live link
344,not_fit,,MetroStar,Associate Software Developer 🛂,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Reston, VA",https://www.metrostar.com/job-post/?gh_jid=6667276003&utm_source=vansh&ref=vansh,ng_applications/0344__MetroStar__Associate_Software_Developer,ng_applications/0344__MetroStar__Associate_Software_Developer/Yuanbo_Pang_Resume.pdf,Not fit/rechecked 2026-06-07: MetroStar/third-party current listing shows Secret clearance or ability to obtain clearance for associate software developer; not OPT-compatible.
345,ready,,Microchip Technology Inc.,Engineer I- Software,medium,Startup / small-to-mid company,General software / IT,backend,"CO - Boulder, US",https://jobright.ai/jobs/info/6a19c95bc2a87d6cd3dfb81b?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0345__Microchip_Technology_Inc.__Engineer_I-_Software,ng_applications/0345__Microchip_Technology_Inc.__Engineer_I-_Software/Yuanbo_Pang_Resume.pdf,previously verified live link
346,not_fit,,"Mission Technologies, a division of HII",Software Engineer - Junior / Mid / Senior / SME - 28332 *,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Dayton, OH",https://jobright.ai/jobs/info/6a0f25bb9f654b3359ce3041?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0346__Mission_Technologies_a_division_of_HII__Software_Engineer_-_Junior_Mid_Senior_SME_-_28332,ng_applications/0346__Mission_Technologies_a_division_of_HII__Software_Engineer_-_Junior_Mid_Senior_SME_-_28332/Yuanbo_Pang_Resume.pdf,Role spans Junior/Mid/Senior/SME at HII Mission Technologies/defense context; not aligned with current small/startup NG target and likely clearance-sensitive. Screened out before applying.
347,not_fit,,"Mission Technologies, a division of HII",Software Engineer - Multiple Levels - 26302,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Columbia, MD",https://jobright.ai/jobs/info/6a0f70cf619335383fb2c6bb?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0347__Mission_Technologies_a_division_of_HII__Software_Engineer_-_Multiple_Levels_-_26302,ng_applications/0347__Mission_Technologies_a_division_of_HII__Software_Engineer_-_Multiple_Levels_-_26302/Yuanbo_Pang_Resume.pdf,HII Mission Technologies role in defense context and multiple-level posting; likely clearance-sensitive and not aligned with NG startup target. Screened out before applying.
